id,user_id,package_id,package_name,package_price,package_days,model,model_id,model_name,with_partner,payment_method,date,start_time,end_time,session_number,status,reservation_id,created_at,updated_at
111,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-01,12:00:00,13:00:00,1,scheduled,288,2025-06-30 13:07:03,2025-06-30 13:07:03
112,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-15,12:00:00,13:00:00,2,scheduled,288,2025-06-30 13:07:03,2025-06-30 13:07:03
113,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-29,12:00:00,13:00:00,3,scheduled,288,2025-06-30 13:07:03,2025-06-30 13:07:03
114,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-05,12:00:00,13:00:00,4,scheduled,288,2025-06-30 13:07:03,2025-06-30 13:07:03
115,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-19,12:00:00,13:00:00,5,scheduled,288,2025-06-30 13:07:04,2025-06-30 13:07:04
116,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-26,12:00:00,13:00:00,6,scheduled,288,2025-06-30 13:07:04,2025-06-30 13:07:04
117,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-12,12:00:00,13:00:00,7,scheduled,288,2025-06-30 13:07:04,2025-06-30 13:07:04
118,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-08,12:00:00,13:00:00,8,scheduled,288,2025-06-30 13:07:04,2025-06-30 13:07:04
119,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-22,12:00:00,13:00:00,9,scheduled,288,2025-06-30 13:07:04,2025-06-30 13:07:04
120,409,19,10 Sessions,200000,10,instructor,10,,0,Visa,2025-07-06,14:00:00,15:00:00,1,scheduled,289,2025-07-02 12:12:44,2025-07-02 12:12:44
121,155,13,1 Session,15000,1,studio,2,,0,cash,2025-07-07,18:00:00,19:00:00,1,scheduled,291,2025-07-06 00:26:33,2025-07-06 00:26:33
127,409,19,10 Sessions,200000,10,instructor,10,,0,cash,2025-07-30,14:00:00,15:00:00,1,scheduled,297,2025-07-16 15:34:00,2025-07-16 15:34:00
128,305,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-17,09:00:00,10:00:00,1,scheduled,298,2025-07-17 07:29:57,2025-07-17 07:29:57
129,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-21,11:00:00,12:00:00,1,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
130,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-22,11:00:00,12:00:00,2,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
131,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-24,11:00:00,12:00:00,3,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
132,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-28,11:00:00,12:00:00,4,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
133,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-29,11:00:00,12:00:00,5,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
134,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-31,11:00:00,12:00:00,6,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
135,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-04,11:00:00,12:00:00,7,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
136,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-05,11:00:00,12:00:00,8,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
137,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-07,11:00:00,12:00:00,9,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
138,419,2,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-11,11:00:00,12:00:00,10,scheduled,299,2025-07-21 12:04:32,2025-07-21 12:04:32
139,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-24,11:00:00,12:00:00,1,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
140,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-25,11:00:00,12:00:00,2,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
141,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-30,11:00:00,12:00:00,3,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
142,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-04,11:00:00,12:00:00,4,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
143,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-01,11:00:00,12:00:00,5,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
144,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-31,11:00:00,12:00:00,6,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
145,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-28,11:00:00,12:00:00,7,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
146,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-07-29,11:00:00,12:00:00,8,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
147,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-05,11:00:00,12:00:00,9,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
148,405,19,10 Sessions,200000,10,instructor,9,,0,cash,2025-08-06,11:00:00,12:00:00,10,scheduled,300,2025-07-24 19:09:29,2025-07-24 19:09:29
